incident_type,incident_date,incident_location,incident_description,offender_info,user_reaction,evidence
중고거래 사기,2023-06-29,Walkershire,판매자가 갑자기 연락이 두절되었습니다.,Joseph Henderson / +1-085-627-1875,포기하고 다른 사람과 거래를 시도했습니다.,증거가 없습니다.
중고거래 사기,2024-05-12,North Emilyfurt,지불 후 판매자가 더 많은 돈을 요구했습니다.,Erika Salazar / 284-347-9552x763,포기하고 다른 사람과 거래를 시도했습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2023-10-15,Michaelfurt,지불 후 판매자가 더 많은 돈을 요구했습니다.,Christopher Anderson / 001-314-386-6322,신고를 결심했습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2023-11-26,East Robertberg,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Sarah Holmes DDS / 448.906.1203x4717,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2024-06-24,Jordanstad,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Tara Scott / 6159399824,경찰서에 방문하여 상담을 받았습니다.,증거가 없습니다.
중고거래 사기,2023-08-26,Emilyfort,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Jillian Miller / +1-472-256-9961x125,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,증거가 없습니다.
중고거래 사기,2023-05-20,Loganport,지불 후 판매자가 더 많은 돈을 요구했습니다.,Lisa Foster / 598.762.2023x413,신고를 결심했습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-04-02,Garcialand,물품이 설명과 다르거나 상태가 좋지 않습니다.,Kara Brown / 001-681-149-2164x33472,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2023-03-05,North Austin,지불 후 판매자가 더 많은 돈을 요구했습니다.,Thomas Lin / 848.728.2997x968,판매자를 계속 추궁했으나 결과가 없었습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2024-04-03,Reginafort,지불 후 판매자가 더 많은 돈을 요구했습니다.,Regina Ramos / (642)400-8254x780,판매자를 계속 추궁했으나 결과가 없었습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2024-05-11,Arroyofort,지불 후 판매자가 더 많은 돈을 요구했습니다.,Ralph Yates / +1-308-536-8663x266,판매자를 계속 추궁했으나 결과가 없었습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-05-14,Christianbury,판매자가 갑자기 연락이 두절되었습니다.,Rebecca Austin / 001-448-463-1224x179,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-11-10,Jackiefort,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Alec Williams / +1-021-442-7031,포기하고 다른 사람과 거래를 시도했습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2023-03-21,South Jeffchester,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Robert Bolton / 051.204.6187x234,판매자를 계속 추궁했으나 결과가 없었습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2024-08-19,Claytonville,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Michelle Cruz / 303.718.3764x520,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,증거가 없습니다.
중고거래 사기,2024-06-24,West Timothyport,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Stephen Boyer / 136.502.4916,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2024-07-28,North Tanya,물품이 설명과 다르거나 상태가 좋지 않습니다.,Melissa Barker / (513)271-9500,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2023-08-27,Lake Amanda,물품이 설명과 다르거나 상태가 좋지 않습니다.,John Stewart / +1-573-065-2407,신고를 결심했습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2024-05-25,Hansenside,지불 후 판매자가 더 많은 돈을 요구했습니다.,Cheryl Lopez / (574)982-1827x448,포기하고 다른 사람과 거래를 시도했습니다.,송금 내역 스크린샷이 있습니다.
중고거래 사기,2023-09-05,Smithhaven,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Cody Smith / (935)186-3878x294,신고를 결심했습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-08-01,Davidsonville,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Matthew Williams / (203)173-1096,판매자를 계속 추궁했으나 결과가 없었습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2024-04-18,Foxshire,물품이 설명과 다르거나 상태가 좋지 않습니다.,Jacob Obrien / 037-170-5865,경찰서에 방문하여 상담을 받았습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2024-08-01,Port Christinahaven,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Benjamin Torres / 811.386.3383,포기하고 다른 사람과 거래를 시도했습니다.,송금 내역 스크린샷이 있습니다.
중고거래 사기,2024-02-09,New Kara,물품이 설명과 다르거나 상태가 좋지 않습니다.,Brian Fowler / (761)228-6852x897,판매자를 계속 추궁했으나 결과가 없었습니다.,송금 내역 스크린샷이 있습니다.
중고거래 사기,2024-11-18,Rachelside,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Erika Watson PhD / (593)983-6845x77600,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2023-07-02,New Derekport,가짜 송장번호를 주고 물품을 보내지 않았습니다.,William Lewis / 048-889-9210x75224,포기하고 다른 사람과 거래를 시도했습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-09-05,East Jonathan,지불 후 판매자가 더 많은 돈을 요구했습니다.,Kelly Carroll / 157.279.1940,포기하고 다른 사람과 거래를 시도했습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2024-06-13,Millerton,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Felicia Hobbs / (613)906-0480x58925,경찰서에 방문하여 상담을 받았습니다.,증거가 없습니다.
중고거래 사기,2023-12-19,East Brent,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Jenna Griffin / +1-981-364-6225x179,신고를 결심했습니다.,송금 내역 스크린샷이 있습니다.
중고거래 사기,2024-06-24,New Raymondland,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Jeffrey Wolfe / 001-278-376-9389x83314,판매자를 계속 추궁했으나 결과가 없었습니다.,증거가 없습니다.
중고거래 사기,2024-07-19,Morrisshire,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Michael Henderson / (355)904-2597x927,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2022-12-28,East Gina,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Nicholas Miller / 001-039-240-5147x7053,판매자를 계속 추궁했으나 결과가 없었습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2024-06-20,East Amy,지불 후 판매자가 더 많은 돈을 요구했습니다.,Kimberly Dean / (069)804-2043,포기하고 다른 사람과 거래를 시도했습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2024-07-28,Briantown,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Matthew Alvarado / +1-510-463-6815x79812,경찰서에 방문하여 상담을 받았습니다.,증거가 없습니다.
중고거래 사기,2023-04-27,Castrotown,판매자가 갑자기 연락이 두절되었습니다.,Thomas Torres / 620.555.4384x0460,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2024-01-29,Jeremiahmouth,지불 후 판매자가 더 많은 돈을 요구했습니다.,Mary Miller / (893)639-2649x5782,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-05-03,New Amber,판매자가 갑자기 연락이 두절되었습니다.,Shari Parker / 001-826-292-5188x125,포기하고 다른 사람과 거래를 시도했습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2024-09-06,Lake Anthony,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,William Ali / 742-312-2099x4999,신고를 결심했습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-05-22,East Grace,물품이 설명과 다르거나 상태가 좋지 않습니다.,Michael Woods / 975.267.7223x30604,포기하고 다른 사람과 거래를 시도했습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2023-10-10,Lake Emily,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Daniel Thompson / 975.736.6096x569,판매자를 계속 추궁했으나 결과가 없었습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2024-11-22,New Danielmouth,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Amanda Forbes / 860.868.0347x64472,구매 후기 사이트에 해당 내용을 올렸습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-10-18,Christieton,지불 후 판매자가 더 많은 돈을 요구했습니다.,Stephanie Ford / +1-718-129-8266x5702,포기하고 다른 사람과 거래를 시도했습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2023-11-11,South Christopher,판매자가 갑자기 연락이 두절되었습니다.,Matthew Dawson / (111)751-8689,판매자를 계속 추궁했으나 결과가 없었습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2023-03-28,Pierceton,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Susan Cunningham / +1-222-206-4474x21230,판매자를 계속 추궁했으나 결과가 없었습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2024-03-21,Alexanderfort,물품이 설명과 다르거나 상태가 좋지 않습니다.,Kimberly Smith / 339.776.7199x0384,구매 후기 사이트에 해당 내용을 올렸습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2024-03-19,North Jack,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Gregory Thomas / 9945101622,포기하고 다른 사람과 거래를 시도했습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2024-04-29,Cherylshire,판매자가 갑자기 연락이 두절되었습니다.,Cassandra Gibson / 001-501-455-6168,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-01-13,Thomasville,판매자가 갑자기 연락이 두절되었습니다.,Denise Rose / 339.019.8179x46954,신고를 결심했습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2024-01-06,Sarashire,물품이 설명과 다르거나 상태가 좋지 않습니다.,Nicholas Jimenez PhD / +1-343-010-7139x660,판매자를 계속 추궁했으나 결과가 없었습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2023-08-10,Annborough,판매자가 갑자기 연락이 두절되었습니다.,Curtis Campbell / 448-850-1556,판매자를 계속 추궁했으나 결과가 없었습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2024-06-08,Port Gregorymouth,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Tammy Mendoza / 027.278.5760x8495,판매자를 계속 추궁했으나 결과가 없었습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2024-01-29,East Barbaramouth,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Stacy Gomez / (405)682-9962,경찰서에 방문하여 상담을 받았습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2024-02-29,Port Kimberlyport,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Emily Johnson / (173)574-3842x15031,신고를 결심했습니다.,증거가 없습니다.
중고거래 사기,2023-11-03,Port Timothyhaven,지불 후 판매자가 더 많은 돈을 요구했습니다.,Gerald Webb / 452.182.3076x81040,구매 후기 사이트에 해당 내용을 올렸습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2024-05-10,West Steventon,물품이 설명과 다르거나 상태가 좋지 않습니다.,Ralph Reese / 9435334485,포기하고 다른 사람과 거래를 시도했습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2024-07-16,Lambertview,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Donald Smith / +1-881-385-8542x493,포기하고 다른 사람과 거래를 시도했습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-04-06,West Christinamouth,지불 후 판매자가 더 많은 돈을 요구했습니다.,Amber Johnson / +1-016-016-6299x79545,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,송금 내역 스크린샷이 있습니다.
중고거래 사기,2024-08-19,Lake Katherine,판매자가 갑자기 연락이 두절되었습니다.,Angela Livingston / 001-792-171-7477x33294,신고를 결심했습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2024-11-02,Philipmouth,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Sonya Chavez / 1715772459,신고를 결심했습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2024-02-13,New Dakota,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Rebecca Nguyen / +1-148-769-6393x8276,경찰서에 방문하여 상담을 받았습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2023-01-14,Jaredshire,지불 후 판매자가 더 많은 돈을 요구했습니다.,William Bradley / 832-197-1997x58172,경찰서에 방문하여 상담을 받았습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2023-07-21,Jonesville,판매자가 갑자기 연락이 두절되었습니다.,Linda Wilkins / 701-329-0227x84699,구매 후기 사이트에 해당 내용을 올렸습니다.,증거가 없습니다.
중고거래 사기,2023-11-06,East Erin,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Kelly Gentry / 651-909-8624x0580,판매자를 계속 추궁했으나 결과가 없었습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2022-11-24,Danielport,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Cynthia Park / (566)668-3272x3865,구매 후기 사이트에 해당 내용을 올렸습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2024-09-06,Mooreberg,판매자가 갑자기 연락이 두절되었습니다.,Benjamin Smith / 001-762-126-7969x2786,판매자를 계속 추궁했으나 결과가 없었습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2024-01-26,Cruzbury,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Larry Lane / 001-384-689-5009x7519,포기하고 다른 사람과 거래를 시도했습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2023-12-03,East Jessicahaven,판매자가 갑자기 연락이 두절되었습니다.,Dr. Peggy Marshall / 891-371-8949,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,증거가 없습니다.
중고거래 사기,2023-01-03,Amandatown,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Jose Harrison / 001-565-442-0949x4079,포기하고 다른 사람과 거래를 시도했습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2023-04-04,Lake Veronicatown,물품이 설명과 다르거나 상태가 좋지 않습니다.,Bradley Wagner / 429-444-0192x927,신고를 결심했습니다.,증거가 없습니다.
중고거래 사기,2023-09-07,West Kimberly,지불 후 판매자가 더 많은 돈을 요구했습니다.,Christopher Rose / 5129276637,판매자를 계속 추궁했으나 결과가 없었습니다.,증거가 없습니다.
중고거래 사기,2024-06-09,East Becky,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Amy Baker / 027-674-7836,경찰서에 방문하여 상담을 받았습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2024-05-07,Wellsberg,판매자가 갑자기 연락이 두절되었습니다.,Jessica Roberts / 658.018.5694x544,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2024-08-08,West Destinyfurt,판매자가 갑자기 연락이 두절되었습니다.,Michael Allen / +1-938-525-8001x06181,신고를 결심했습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2024-05-09,Bellport,물품이 설명과 다르거나 상태가 좋지 않습니다.,Andrew Harvey / 9391119269,판매자를 계속 추궁했으나 결과가 없었습니다.,송금 내역 스크린샷이 있습니다.
중고거래 사기,2024-08-08,North Heather,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,John Mayer / +1-746-542-1406x6504,경찰서에 방문하여 상담을 받았습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2024-08-16,Gregoryland,판매자가 갑자기 연락이 두절되었습니다.,Timothy Bishop Jr. / 128.639.1741x0119,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,송금 내역 스크린샷이 있습니다.
중고거래 사기,2024-06-11,Kimberlytown,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Brittany Bowman / 6425690877,판매자를 계속 추궁했으나 결과가 없었습니다.,증거가 없습니다.
중고거래 사기,2023-10-28,Anthonyland,물품이 설명과 다르거나 상태가 좋지 않습니다.,April Finley / 001-719-855-4601x58517,포기하고 다른 사람과 거래를 시도했습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2024-07-06,Deborahburgh,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Tracy Guerrero / 615-717-3203x0937,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2023-09-21,Port Amberport,판매자가 갑자기 연락이 두절되었습니다.,Dr. Robert Levy Jr. / 050-613-8782x93102,구매 후기 사이트에 해당 내용을 올렸습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-12-08,South Rebeccaton,지불 후 판매자가 더 많은 돈을 요구했습니다.,Matthew Smith / +1-041-792-9111x7993,판매자를 계속 추궁했으나 결과가 없었습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2023-01-12,South Matthew,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Nancy Morales / 982-530-9251,판매자를 계속 추궁했으나 결과가 없었습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-02-25,Donaldchester,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Jacob Martin / 902.196.2071,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2022-11-28,East Sarashire,지불 후 판매자가 더 많은 돈을 요구했습니다.,Jennifer Aguirre / 001-723-248-7632x90927,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2024-03-13,Lake Margaretport,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Aaron Young / 819-588-3734,포기하고 다른 사람과 거래를 시도했습니다.,송금 내역 스크린샷이 있습니다.
중고거래 사기,2023-01-04,North Laura,물품이 설명과 다르거나 상태가 좋지 않습니다.,Tracy Wells / (200)543-6459,신고를 결심했습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2024-08-10,Williamston,판매자가 갑자기 연락이 두절되었습니다.,Casey Floyd / 811.379.9563x5315,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2023-05-19,East Joanborough,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Daniel Ruiz / 062.397.2652x7354,경찰서에 방문하여 상담을 받았습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-04-30,Davidshire,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Chad York / 625.349.2929x831,경찰서에 방문하여 상담을 받았습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2023-10-09,Atkinsborough,물품이 설명과 다르거나 상태가 좋지 않습니다.,Sara Ramirez / 001-633-569-3929x0600,경찰서에 방문하여 상담을 받았습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-11-24,South Amandafort,지불 후 판매자가 더 많은 돈을 요구했습니다.,Melissa Garcia / 318.063.2543x1074,구매 후기 사이트에 해당 내용을 올렸습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2023-03-29,Hodgeshire,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Jesse Ingram / 001-625-701-6580x464,구매 후기 사이트에 해당 내용을 올렸습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2024-05-19,Port Gail,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Gabriela Randolph / 501.657.9055x28183,경찰서에 방문하여 상담을 받았습니다.,송금 내역 스크린샷이 있습니다.
중고거래 사기,2023-03-11,Johnville,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Nancy Goodwin / 001-335-548-6401x557,포기하고 다른 사람과 거래를 시도했습니다.,송금 내역 스크린샷이 있습니다.
중고거래 사기,2023-12-06,South Jenniferside,물품이 설명과 다르거나 상태가 좋지 않습니다.,Jodi Richardson / +1-137-116-2411x24127,포기하고 다른 사람과 거래를 시도했습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2023-03-20,New Stephanie,판매자가 갑자기 연락이 두절되었습니다.,Jason Fleming / (756)704-3103,포기하고 다른 사람과 거래를 시도했습니다.,송금 내역 스크린샷이 있습니다.
중고거래 사기,2024-09-02,Robertmouth,물품이 설명과 다르거나 상태가 좋지 않습니다.,Rachel Tucker / +1-887-749-2424x37540,신고를 결심했습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2023-03-19,Justinburgh,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Caitlyn Nichols / (222)310-5927,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2023-06-14,Jackside,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Mary Spence / (578)284-1067,구매 후기 사이트에 해당 내용을 올렸습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2024-07-12,South Sarah,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Wayne Payne / 547.492.9751x70281,경찰서에 방문하여 상담을 받았습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-07-21,South Christinabury,판매자가 갑자기 연락이 두절되었습니다.,Brandon Brown / +1-398-343-0187x1863,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2023-12-09,Carriehaven,판매자가 갑자기 연락이 두절되었습니다.,Susan Ward / (656)504-5547,포기하고 다른 사람과 거래를 시도했습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2024-10-03,East Jessicamouth,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Jennifer Ramos / (662)991-2347,구매 후기 사이트에 해당 내용을 올렸습니다.,송금 내역 스크린샷이 있습니다.
중고거래 사기,2024-09-27,Carlshire,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Ann Ortiz / 628-792-3264x870,신고를 결심했습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2024-08-24,Maryport,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Patrick Walker DDS / (447)146-2730,경찰서에 방문하여 상담을 받았습니다.,증거가 없습니다.
중고거래 사기,2023-02-24,Trevorland,물품이 설명과 다르거나 상태가 좋지 않습니다.,Heidi Castillo / (471)589-0429x02572,구매 후기 사이트에 해당 내용을 올렸습니다.,송금 내역 스크린샷이 있습니다.
중고거래 사기,2023-08-28,North Joseph,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Thomas Kelly / 481-832-1928x5544,신고를 결심했습니다.,증거가 없습니다.
중고거래 사기,2024-05-09,Codyshire,물품이 설명과 다르거나 상태가 좋지 않습니다.,Charles Taylor / 576-521-3283x3898,판매자를 계속 추궁했으나 결과가 없었습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2024-09-11,South Stevenland,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Carlos Smith / (452)798-5240x132,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2024-09-19,Lake Jeremy,판매자가 갑자기 연락이 두절되었습니다.,Carlos Miller / 001-110-760-3108x907,경찰서에 방문하여 상담을 받았습니다.,증거가 없습니다.
중고거래 사기,2023-02-24,Bradleyport,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Nicole Patton / +1-393-250-1249x552,판매자를 계속 추궁했으나 결과가 없었습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2024-09-18,New Ashley,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Kenneth Smith / 342.801.3875,구매 후기 사이트에 해당 내용을 올렸습니다.,증거가 없습니다.
중고거래 사기,2024-05-19,South Emily,판매자가 갑자기 연락이 두절되었습니다.,Ruben Zavala / (383)615-1718x27548,포기하고 다른 사람과 거래를 시도했습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2024-06-06,North Markville,판매자가 갑자기 연락이 두절되었습니다.,Jesus Fitzgerald / +1-738-646-3175x20716,경찰서에 방문하여 상담을 받았습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2023-10-30,North Douglasfurt,지불 후 판매자가 더 많은 돈을 요구했습니다.,Vanessa Figueroa / (153)539-6136,구매 후기 사이트에 해당 내용을 올렸습니다.,송금 내역 스크린샷이 있습니다.
중고거래 사기,2024-06-09,Ramirezshire,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Nicole Owen / (579)678-4271x1477,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-05-22,North Cory,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Barry Gregory / (695)249-9118,판매자를 계속 추궁했으나 결과가 없었습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2024-07-12,Sparksborough,판매자가 갑자기 연락이 두절되었습니다.,Jonathan Wagner / +1-588-006-1675,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,송금 내역 스크린샷이 있습니다.
중고거래 사기,2024-09-16,Ramoston,물품이 설명과 다르거나 상태가 좋지 않습니다.,Justin Dalton / 276-246-7197x8897,포기하고 다른 사람과 거래를 시도했습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2023-11-28,New Brian,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Kevin Gray / +1-545-009-0255x90561,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,증거가 없습니다.
중고거래 사기,2023-10-22,Victoriachester,판매자가 갑자기 연락이 두절되었습니다.,Matthew Wright / +1-491-141-5208x5076,경찰서에 방문하여 상담을 받았습니다.,송금 내역 스크린샷이 있습니다.
중고거래 사기,2024-02-08,Adamsfort,물품이 설명과 다르거나 상태가 좋지 않습니다.,Victoria Gray / (591)713-5785x2945,구매 후기 사이트에 해당 내용을 올렸습니다.,운송장 번호와 대화 기록이 있습니다.
